Latitude,Longitude,Elevation
10638.78,14035.16,608.1699838231016
10653.29,14035.16,608.1877241570414
10667.8,14035.16,608.2125605243449
10682.31,14035.16,608.2379713813526
10696.82,14035.16,608.251654430157
10711.33,14035.16,608.2457033246206
10725.84,14035.16,608.2274817756859
10740.35,14035.16,608.1625813474695
10754.86,14035.16,608.1246097200727
10769.369999999999,14035.16,608.0848302914816
10783.88,14035.16,608.0434616239178
10798.39,14035.16,608.0007893552748
10812.9,14035.16,607.9052715446624
10827.41,14035.16,607.8383653001657
10841.92,14035.16,607.7986704463767
10856.43,14035.16,607.7620773945135
10870.94,14035.16,607.72974969532
10885.45,14035.16,607.7033977928158
10899.96,14035.16,607.639712421675
10914.47,14035.16,607.6164599874014
10928.98,14035.16,607.6119562668056
10943.49,14035.16,607.6109139050701
9507.0,14020.95,613.7988355305321
9521.51,14020.95,613.7791738496276
9536.02,14020.95,613.6963455639758
9550.53,14020.95,613.5792730425886
9565.04,14020.95,613.4569553278344
9579.55,14020.95,613.3396407874059
9594.06,14020.95,613.2244720261222
9608.57,14020.95,613.1079777335527
9623.08,14020.95,612.9919813179883
9637.59,14020.95,612.8823033013333
9652.1,14020.95,612.785104954559
9666.61,14020.95,612.5285011756704
9681.12,14020.95,612.6222338539856
9695.63,14020.95,612.5585135798309
9710.14,14020.95,612.5004092084972
9724.65,14020.95,612.4400952030448
9739.16,14020.95,612.3715763745074
9753.67,14020.95,612.0514469720762
9768.18,14020.95,611.712905965598
9782.69,14020.95,611.3024656890786
9797.2,14020.95,611.2988689955171
9811.71,14020.95,611.0887697377667
9826.22,14020.95,610.3063603175348
9840.73,14020.95,610.0996287528081
9855.24,14020.95,609.9068765174316
9869.75,14020.95,609.7308394442911
9884.26,14020.95,609.1458687294717
9898.77,14020.95,609.0607759217764
9913.28,14020.95,608.9955311915875
9927.79,14020.95,608.9494645172509
9942.3,14020.95,608.9225915890316
9956.81,14020.95,608.9211399651613
9971.32,14020.95,608.8107816337016
9985.83,14020.95,608.8536279911567
10000.34,14020.95,608.8540003543231
10014.85,14020.95,608.789915817428
10029.36,14020.95,608.7049656930586
10043.87,14020.95,608.6329369446196
10058.38,14020.95,608.580296928022
10072.89,14020.95,608.5435660634807
10087.4,14020.95,608.517908958583
10101.91,14020.95,608.4992217217223
10116.42,14020.95,608.4845297506768
10130.93,14020.95,608.4718939540642
10145.44,14020.95,608.4749002107075
10159.95,14020.95,608.4649413230856
10174.46,14020.95,608.455675236841
10188.97,14020.95,608.3829196799072
10203.48,14020.95,608.3308817188376
10217.99,14020.95,608.3367737418055
10232.5,14020.95,608.344442206406
10247.01,14020.95,608.3572036105744
10261.52,14020.95,608.3195756954178
10276.03,14020.95,608.3496809229017
10290.54,14020.95,608.3867432740564
10305.05,14020.95,608.3966879589469
10319.56,14020.95,608.3640809297401
10334.07,14020.95,608.2484915005526
10348.58,14020.95,608.1622969340171
10363.09,14020.95,608.1811841855981
10377.6,14020.95,608.1215917062171
10392.11,14020.95,608.0707945041569
10406.62,14020.95,608.0297316689479
10421.13,14020.95,607.9869176716978
10435.64,14020.95,607.9219703083328
10450.15,14020.95,607.9156760389158
10464.66,14020.95,607.9184447969805
10479.17,14020.95,607.9291084797845
10493.68,14020.95,607.9774145665914
10508.19,14020.95,608.0719718061027
10522.7,14020.95,608.087928654665
10537.21,14020.95,608.1022901579379
10551.72,14020.95,608.1159990616218
10566.23,14020.95,608.1328589271711
10580.74,14020.95,608.1377822242429
10595.25,14020.95,608.1781656504493
10609.76,14020.95,608.1598657634175
10624.27,14020.95,608.1506394744193
10638.78,14020.95,608.1353830067898
10653.29,14020.95,608.1715110573875
10667.8,14020.95,608.1897039935326
10682.31,14020.95,608.2072566803683
10696.82,14020.95,608.2175285097271
10711.33,14020.95,608.2170328793605
10725.84,14020.95,608.2074025030212
10740.35,14020.95,608.1456220568921
10754.86,14020.95,608.1117856969041
10769.369999999999,14020.95,608.0732112605626
10783.88,14020.95,607.9753271950718
10798.39,14020.95,607.9088825272331
10812.9,14020.95,607.8631172718266
10827.41,14020.95,607.8189605657019
10841.92,14020.95,607.7766579759445
10856.43,14020.95,607.7366933956523
10870.94,14020.95,607.7004102536768
10885.45,14020.95,607.6303388559245
10899.96,14020.95,607.6016512876256
10914.47,14020.95,607.5937694194416
10928.98,14020.95,607.5923545132296
10943.49,14020.95,607.5946379864428
9507.0,14006.74,613.5830764206053
9521.51,14006.74,613.5608990981343
9536.02,14006.74,613.4965252948675
9550.53,14006.74,613.403718577682
9565.04,14006.74,613.2983260069788
9579.55,14006.74,613.1895621649436
9594.06,14006.74,613.0803723258686
9608.57,14006.74,612.9723089764626
9623.08,14006.74,612.8687371499262
9637.59,14006.74,612.7747047492564
9652.1,14006.74,612.6950729780096
9666.61,14006.74,612.6326911613032
9681.12,14006.74,612.5871331862841
9695.63,14006.74,612.5338387803408
9710.14,14006.74,612.4913695319684
9724.65,14006.74,612.4400014368624
9739.16,14006.74,612.3732202160804
9753.67,14006.74,612.2900624592744
9768.18,14006.74,611.7547056519535
9782.69,14006.74,611.584739268632
9797.2,14006.74,611.3281066783427
9811.71,14006.74,610.9276637858376
9826.22,14006.74,610.2273686517805
9840.73,14006.74,610.1098398309223
9855.24,14006.74,609.9029001857917
9869.75,14006.74,609.7153368738406
9884.26,14006.74,609.128731030803
9898.77,14006.74,609.0402806018808
9913.28,14006.74,608.9736545609549
9927.79,14006.74,608.9283760969059
9942.3,14006.74,608.9128757882611
9956.81,14006.74,608.7850825245754
9971.32,14006.74,608.8666958857026
9985.83,14006.74,608.9577438699984
10000.34,14006.74,608.9821411983021
10014.85,14006.74,608.8512167360661
10029.36,14006.74,608.7153109228974
10043.87,14006.74,608.6221813998975
10058.38,14006.74,608.562993510125
10072.89,14006.74,608.5258779181903
10087.4,14006.74,608.5023263016876
10101.91,14006.74,608.4862655699472
10116.42,14006.74,608.473803634723
10130.93,14006.74,608.462717592253
10145.44,14006.74,608.4659458572777
10159.95,14006.74,608.4558146341051
10174.46,14006.74,608.4452132249808
10188.97,14006.74,608.330192126951
10203.48,14006.74,608.3370970123536
10217.99,14006.74,608.3429340114635
10232.5,14006.74,608.3488827147452
10247.01,14006.74,608.2998676114452
10261.52,14006.74,608.3279182152173
10276.03,14006.74,608.382420471497
10290.54,14006.74,608.4222797353091
10305.05,14006.74,608.4570353356963
10319.56,14006.74,608.3822810730909
10334.07,14006.74,608.230555595437
10348.58,14006.74,608.1777620981751
10363.09,14006.74,608.0790798216387
10377.6,14006.74,608.0102927797593
10392.11,14006.74,608.0595710570991
10406.62,14006.74,608.015240275831
10421.13,14006.74,607.9722090243303
10435.64,14006.74,607.9057927545962
10450.15,14006.74,607.8999831271584
10464.66,14006.74,607.9039333484666
10479.17,14006.74,607.9164270096709
10493.68,14006.74,607.9363877666036
10508.19,14006.74,607.950748501909
10522.7,14006.74,608.0098575427144
10537.21,14006.74,608.0424268473788
10551.72,14006.74,608.0711919174078
10566.23,14006.74,608.1054645114302
10580.74,14006.74,608.1243258946051
10595.25,14006.74,608.1382121101178
10609.76,14006.74,608.1127130194745
10624.27,14006.74,608.0923110637476
10638.78,14006.74,608.0855712112925
10653.29,14006.74,608.0736079647331
10667.8,14006.74,608.1721995236238
10682.31,14006.74,608.1886842434101
10696.82,14006.74,608.1999734068763
10711.33,14006.74,608.2028751707476
10725.84,14006.74,608.1968850647145
10740.35,14006.74,608.1362405633912
10754.86,14006.74,608.1028533521674
10769.369999999999,14006.74,608.0630906221916
10783.88,14006.74,607.9407229003814
10798.39,14006.74,607.892220864981
10812.9,14006.74,607.8449458889853
10827.41,14006.74,607.7992097211272
10841.92,14006.74,607.7547814965413
10856.43,14006.74,607.7115051585505
10870.94,14006.74,607.6182090260284
10885.45,14006.74,607.5923346479487
10899.96,14006.74,607.5755858743318
10914.47,14006.74,607.5699051236993
10928.98,14006.74,607.5727242926492
10943.49,14006.74,607.5791573102676
9507.0,13992.53,613.3820491225588
9521.51,13992.53,613.3572547684485
9536.02,13992.53,613.302334954913
9550.53,13992.53,613.2245221496588
9565.04,13992.53,613.1331261320504
9579.55,13992.53,613.0355932291627
9594.06,13992.53,612.9368573372846
9608.57,13992.53,612.8409463374581
9623.08,13992.53,612.7523285908679
9637.59,13992.53,612.6758482169479
9652.1,13992.53,612.6157088211353
9666.61,13992.53,612.57432408561
9681.12,13992.53,612.5509236218072
9695.63,13992.53,612.4166032029099
9710.14,13992.53,612.5045264259675
9724.65,13992.53,612.4589861710559
9739.16,13992.53,612.3875648642775
9753.67,13992.53,612.2948706116214
9768.18,13992.53,611.7961756978053
9782.69,13992.53,611.609444593411
9797.2,13992.53,611.1564656543175
9811.71,13992.53,610.6754977284311
9826.22,13992.53,610.4469342174057
9840.73,13992.53,610.1161501050527
9855.24,13992.53,609.8959243973007
9869.75,13992.53,609.6975929921465
9884.26,13992.53,609.1086408163178
9898.77,13992.53,609.0168085476133
9913.28,13992.53,608.9481684093727
9927.79,13992.53,608.9020928238433
9942.3,13992.53,608.713727912827
9956.81,13992.53,608.7722136496194
9971.32,13992.53,608.8652439856985
9985.83,13992.53,609.00232044726
10000.34,13992.53,609.0648993838664
10014.85,13992.53,608.8509748152597
10029.36,13992.53,608.6862669667764
10043.87,13992.53,608.5897513202217
10058.38,13992.53,608.5329094118781
10072.89,13992.53,608.5002887112647
10087.4,13992.53,608.4821959595029
10101.91,13992.53,608.4708213177109
10116.42,13992.53,608.46175031285
10130.93,13992.53,608.4529770703316
10145.44,13992.53,608.4570438773775
10159.95,13992.53,608.447166313194
10174.46,13992.53,608.4352230094004
10188.97,13992.53,608.3350184662437
10203.48,13992.53,608.3450859698135
10217.99,13992.53,608.3512713395603
10232.5,13992.53,608.3160390511837
10247.01,13992.53,608.3064015074868
10261.52,13992.53,608.3287223863117
10276.03,13992.53,608.3895729605944
10290.54,13992.53,608.4632978937667
10305.05,13992.53,608.5185114844038
10319.56,13992.53,608.3810077787606
10334.07,13992.53,608.2338160908885
10348.58,13992.53,608.0953764476358
10363.09,13992.53,608.060464214566
10377.6,13992.53,607.9701758045492
10392.11,13992.53,607.9253412637775
10406.62,13992.53,607.9934523957312
10421.13,13992.53,607.8518577127978
10435.64,13992.53,607.8842408960148
10450.15,13992.53,607.8793451287272
10464.66,13992.53,607.8845292797043
10479.17,13992.53,607.8985978374322
10493.68,13992.53,607.920614864099
10508.19,13992.53,607.9373043225999
10522.7,13992.53,607.9804285023391
10537.21,13992.53,608.0387099083775
10551.72,13992.53,608.0761832537464
10566.23,13992.53,608.1050822913604
10580.74,13992.53,608.1011835937122
10595.25,13992.53,608.0991225123836
10609.76,13992.53,608.076598743897
10624.27,13992.53,608.1167256820445
10638.78,13992.53,608.119428734076
10653.29,13992.53,608.1323580450969
10667.8,13992.53,608.127914641048
10682.31,13992.53,608.1830350322572
10696.82,13992.53,608.2007111752118
10711.33,13992.53,608.207103873571
10725.84,13992.53,608.2002976854866
10740.35,13992.53,608.0862356684015
10754.86,13992.53,608.0424912417543
10769.369999999999,13992.53,607.9783271546856
10783.88,13992.53,607.9258560562101
10798.39,13992.53,607.8748520007979
10812.9,13992.53,607.8262359432564
10827.41,13992.53,607.7798423814056
10841.92,13992.53,607.7346308586651
10856.43,13992.53,607.6442647446565
10870.94,13992.53,607.5977892038821
10885.45,13992.53,607.5688443159854
10899.96,13992.53,607.5496564935638
10914.47,13992.53,607.5465219708432
10928.98,13992.53,607.5551110305174
10943.49,13992.53,607.5661215177398
9507.0,13978.32,613.1952006053447
9521.51,13978.32,613.1678207416858
9536.02,13978.32,613.1180662485071
9550.53,13978.32,613.0502847320976
9565.04,13978.32,612.9705993555775
9579.55,13978.32,612.8850851834302
9594.06,13978.32,612.7991156694204
9608.57,13978.32,612.7176907032803
9623.08,13978.32,612.6457783816435
9637.59,13978.32,612.588099549435
9652.1,13978.32,612.5485835412612
9666.61,13978.32,612.5300191893715
9681.12,13978.32,612.5331522993941
9695.63,13978.32,612.5505238946912
9710.14,13978.32,612.5542030222823
9724.65,13978.32,612.4977297271455
9739.16,13978.32,612.4100850510297
9753.67,13978.32,612.3005981060209
9768.18,13978.32,611.8282121811202
9782.69,13978.32,611.6246211737445
9797.2,13978.32,611.4153386743642
9811.71,13978.32,610.6946604912207
9826.22,13978.32,610.4531719870864
9840.73,13978.32,610.2246365876878
9855.24,13978.32,609.8211253007922
9869.75,13978.32,609.6768882032907
9884.26,13978.32,609.0852009198192
9898.77,13978.32,608.9898207869593
9913.28,13978.32,608.9290003434752
9927.79,13978.32,608.6516937512788
9942.3,13978.32,608.6813831954482
9956.81,13978.32,608.7269675448032
9971.32,13978.32,608.7930470940192
9985.83,13978.32,608.8583360378742
10000.34,13978.32,608.8575224066732
10014.85,13978.32,608.7275922839443
10029.36,13978.32,608.6119528454359
10043.87,13978.32,608.5405982970075
10058.38,13978.32,608.4939700146696
10072.89,13978.32,608.4693541483939
10087.4,13978.32,608.4596945746882
10101.91,13978.32,608.4542168713779
10116.42,13978.32,608.4489881002972
10130.93,13978.32,608.442991822494
10145.44,13978.32,608.4486262869715
10159.95,13978.32,608.4398406538401
10174.46,13978.32,608.4274709630968
10188.97,13978.32,608.338336812279
10203.48,13978.32,608.3537906055601
10217.99,13978.32,608.3531459025238
10232.5,13978.32,608.3307524803257
10247.01,13978.32,608.3063350705859
10261.52,13978.32,608.2545855797406
10276.03,13978.32,608.3103135389865
10290.54,13978.32,608.3890886009649
10305.05,13978.32,608.3943287211281
10319.56,13978.32,608.3042191439134
10334.07,13978.32,608.1211636195261
10348.58,13978.32,608.1022513838974
10363.09,13978.32,607.9335059114339
10377.6,13978.32,607.929189872511
10392.11,13978.32,607.8569151998227
10406.62,13978.32,607.9632070954146
10421.13,13978.32,607.748486253738
10435.64,13978.32,607.7534891929644
10450.15,13978.32,607.8531264962367
10464.66,13978.32,607.8594888923441
10479.17,13978.32,607.8746124566817
10493.68,13978.32,607.8322504119186
10508.19,13978.32,607.9147865521309
10522.7,13978.32,607.9600035686891
10537.21,13978.32,608.0230426096465
10551.72,13978.32,608.0808370429833
10566.23,13978.32,608.0996000165519
10580.74,13978.32,608.0861037326919
10595.25,13978.32,608.0689261416259
10609.76,13978.32,608.0560301175466
